city_ascii,lat_us,lng_us,country_foreign,language,English,Spanish,French,Arabic,German,Italian,Portuguese,Dutch
Los Angeles,34.1139,-118.4068,Chile,['Spanish'],False,True,False,False,False,False,False,False
San Francisco,37.7562,-122.443,El Salvador,['Spanish'],False,True,False,False,False,False,False,False
San Francisco,37.7562,-122.443,Argentina,['Spanish'],False,True,False,False,False,False,False,False
Portland,45.5371,-122.65,Australia,['English'],True,False,False,False,False,False,False,False
Portland,43.6773,-70.2715,Australia,['English'],True,False,False,False,False,False,False,False
Portland,27.8913,-97.328,Australia,['English'],True,False,False,False,False,False,False,False
Portland,36.5883,-86.5194,Australia,['English'],True,False,False,False,False,False,False,False
Portland,40.4377,-84.9835,Australia,['English'],True,False,False,False,False,False,False,False
Portland,42.8696,-84.899,Australia,['English'],True,False,False,False,False,False,False,False
Portland,41.5988,-72.589,Australia,['English'],True,False,False,False,False,False,False,False
San Antonio,29.4658,-98.5254,Chile,['Spanish'],False,True,False,False,False,False,False,False
San Antonio,29.4658,-98.5254,Puerto Rico,"['Spanish', 'English']",True,True,False,False,False,False,False,False
San Jose,37.3021,-121.8489,Costa Rica,['Spanish'],False,True,False,False,False,False,False,False
San Jose,37.3021,-121.8489,Uruguay,['Spanish'],False,True,False,False,False,False,False,False
San Jose,37.3021,-121.8489,Philippines,"['Filipino', 'English']",True,False,False,False,False,False,False,False
San Jose,37.3021,-121.8489,Philippines,"['Filipino', 'English']",True,False,False,False,False,False,False,False
Richmond,37.5295,-77.4756,New Zealand,"['English', 'Maori']",True,False,False,False,False,False,False,False
Richmond,37.5295,-77.4756,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,37.5295,-77.4756,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,37.9477,-122.339,New Zealand,"['English', 'Maori']",True,False,False,False,False,False,False,False
Richmond,37.9477,-122.339,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,37.9477,-122.339,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,39.8318,-84.8904,New Zealand,"['English', 'Maori']",True,False,False,False,False,False,False,False
Richmond,39.8318,-84.8904,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,39.8318,-84.8904,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,37.7306,-84.2926,New Zealand,"['English', 'Maori']",True,False,False,False,False,False,False,False
Richmond,37.7306,-84.2926,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,37.7306,-84.2926,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,29.5824,-95.7602,New Zealand,"['English', 'Maori']",True,False,False,False,False,False,False,False
Richmond,29.5824,-95.7602,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,29.5824,-95.7602,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,42.8094,-82.7517,New Zealand,"['English', 'Maori']",True,False,False,False,False,False,False,False
Richmond,42.8094,-82.7517,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,42.8094,-82.7517,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,39.2755,-93.9731,New Zealand,"['English', 'Maori']",True,False,False,False,False,False,False,False
Richmond,39.2755,-93.9731,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,39.2755,-93.9731,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,41.4983,-71.6608,New Zealand,"['English', 'Maori']",True,False,False,False,False,False,False,False
Richmond,41.4983,-71.6608,Australia,['English'],True,False,False,False,False,False,False,False
Richmond,41.4983,-71.6608,Australia,['English'],True,False,False,False,False,False,False,False
Birmingham,33.5277,-86.7987,United Kingdom,['English'],True,False,False,False,False,False,False,False
Birmingham,42.5447,-83.2166,United Kingdom,['English'],True,False,False,False,False,False,False,False
Rochester,43.168,-77.6162,United Kingdom,['English'],True,False,False,False,False,False,False,False
Rochester,44.0151,-92.4778,United Kingdom,['English'],True,False,False,False,False,False,False,False
Rochester,43.299,-70.9787,United Kingdom,['English'],True,False,False,False,False,False,False,False
Rochester,42.6866,-83.1197,United Kingdom,['English'],True,False,False,False,False,False,False,False
Rochester,41.059,-86.196,United Kingdom,['English'],True,False,False,False,False,False,False,False
