city_ascii,lat_us,lng_us,language,country_foreign,English,Spanish,French,Arabic,German,Italian,Portuguese,Dutch
Kingston,41.9862,-70.7482,['English' 'French'],"['Jamaica', 'Canada', 'Australia']",True,False,True,False,False,False,False,False
Kingston,42.9156,-71.0665,['English' 'French'],"['Jamaica', 'Canada', 'Australia']",True,False,True,False,False,False,False,False
Kula,20.7706,-156.3284,['Serbian'],['Serbia'],False,False,False,False,False,False,False,False
La Palma,33.8504,-118.0406,['Spanish'],['Panama'],False,True,False,False,False,False,False,False
La Plata,38.5352,-76.9701,['Spanish'],['Argentina'],False,True,False,False,False,False,False,False
Leeds,33.5429,-86.5636,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Leicester,42.24,-71.912,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Levittown,40.1537,-74.853,['English' 'Spanish'],['Puerto Rico'],True,True,False,False,False,False,False,False
Levittown,40.7241,-73.5125,['English' 'Spanish'],['Puerto Rico'],True,True,False,False,False,False,False,False
Lewes,38.7781,-75.1454,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
