city_ascii,lat_us,lng_us,language,country_foreign,English,Spanish,French,Arabic,German,Italian,Portuguese,Dutch
Lima,40.741,-84.1121,['Spanish'],['Peru'],False,True,False,False,False,False,False,False
Lincoln,33.5935,-86.1372,['English' 'Spanish'],"['United Kingdom', 'Argentina']",True,True,False,False,False,False,False,False
Lincoln,38.8759,-121.2916,['English' 'Spanish'],"['United Kingdom', 'Argentina']",True,True,False,False,False,False,False,False
Lincoln,40.1509,-89.3721,['English' 'Spanish'],"['United Kingdom', 'Argentina']",True,True,False,False,False,False,False,False
Lincoln,40.8088,-96.6796,['English' 'Spanish'],"['United Kingdom', 'Argentina']",True,True,False,False,False,False,False,False
Lincoln,41.9171,-71.4505,['English' 'Spanish'],"['United Kingdom', 'Argentina']",True,True,False,False,False,False,False,False
Lincoln,42.4266,-71.3086,['English' 'Spanish'],"['United Kingdom', 'Argentina']",True,True,False,False,False,False,False,False
Linden,40.6251,-74.2381,['English'],['Guyana'],True,False,False,False,False,False,False,False
Lisbon,40.7752,-80.7628,['Portuguese'],['Portugal'],False,False,False,False,False,False,True,False
Lisbon,44.0265,-70.09,['Portuguese'],['Portugal'],False,False,False,False,False,False,True,False
Livingston,37.3875,-120.7248,['English' 'Spanish'],"['United Kingdom', 'Guatemala']",True,True,False,False,False,False,False,False
Livingston,40.7855,-74.3291,['English' 'Spanish'],"['United Kingdom', 'Guatemala']",True,True,False,False,False,False,False,False
Livingston,45.6665,-110.5538,['English' 'Spanish'],"['United Kingdom', 'Guatemala']",True,True,False,False,False,False,False,False
London,37.1209,-84.0804,['English' 'French'],"['United Kingdom', 'Canada']",True,False,True,False,False,False,False,False
London,39.8936,-83.4375,['English' 'French'],"['United Kingdom', 'Canada']",True,False,True,False,False,False,False,False
Los Angeles,34.1139,-118.4068,['Spanish'],['Chile'],False,True,False,False,False,False,False,False
Maitland,28.6295,-81.3718,['English'],['Australia'],True,False,False,False,False,False,False,False
Manchester,35.463,-86.0774,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Manchester,37.1464,-83.7635,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Manchester,37.4902,-77.5396,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Manchester,38.583,-90.5065,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Manchester,39.6584,-76.8881,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Manchester,39.9651,-74.3738,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Manchester,41.7753,-72.5242,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Manchester,42.9848,-71.4447,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Manchester,47.5519,-122.5517,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Mandeville,30.375,-90.0906,['English'],['Jamaica'],True,False,False,False,False,False,False,False
Marathon,24.7262,-81.0376,['English' 'French'],['Canada'],True,False,True,False,False,False,False,False
Mecca,33.5767,-116.0645,['Arabic'],['Saudi Arabia'],False,False,False,True,False,False,False,False
Medina,41.1358,-81.8694,['Arabic'],['Saudi Arabia'],False,False,False,True,False,False,False,False
Medina,43.2197,-78.3888,['Arabic'],['Saudi Arabia'],False,False,False,True,False,False,False,False
Medina,45.0326,-93.5834,['Arabic'],['Saudi Arabia'],False,False,False,True,False,False,False,False
Melbourne,28.1085,-80.6627,['English'],['Australia'],True,False,False,False,False,False,False,False
Melville,40.7823,-73.4088,['English' 'French'],['Canada'],True,False,True,False,False,False,False,False
Mercedes,26.1533,-97.9129,['Spanish'],"['Uruguay', 'Argentina', 'Argentina']",False,True,False,False,False,False,False,False
Milan,35.9126,-88.7554,['Italian'],['Italy'],False,False,False,False,False,True,False,False
Milan,41.4416,-90.5595,['Italian'],['Italy'],False,False,False,False,False,True,False,False
Milan,42.0815,-83.6854,['Italian'],['Italy'],False,False,False,False,False,True,False,False
Monrovia,34.165,-117.9921,['English'],['Liberia'],True,False,False,False,False,False,False,False
Montevideo,44.9505,-95.7154,['Spanish'],['Uruguay'],False,True,False,False,False,False,False,False
Moscow,46.7307,-116.9986,['Russian'],['Russia'],False,False,False,False,False,False,False,False
Munster,41.5469,-87.504,['German'],['Germany'],False,False,False,False,True,False,False,False
Naples,26.1505,-81.7936,['Italian'],['Italy'],False,False,False,False,False,True,False,False
Nazareth,40.74,-75.3132,['Hebrew'],['Israel'],False,False,False,False,False,False,False,False
Newbury,42.7706,-70.8747,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Newcastle,35.2404,-97.5998,['English'],['Australia'],True,False,False,False,False,False,False,False
Newcastle,47.5303,-122.1633,['English'],['Australia'],True,False,False,False,False,False,False,False
Newman,37.3157,-121.0211,['English'],['Australia'],True,False,False,False,False,False,False,False
Newport,35.6234,-91.2322,['English'],"['United Kingdom', 'United Kingdom']",True,False,False,False,False,False,False,False
Newport,35.9617,-83.1977,['English'],"['United Kingdom', 'United Kingdom']",True,False,False,False,False,False,False,False
Newport,39.0855,-84.4868,['English'],"['United Kingdom', 'United Kingdom']",True,False,False,False,False,False,False,False
Newport,41.4803,-71.3205,['English'],"['United Kingdom', 'United Kingdom']",True,False,False,False,False,False,False,False
Newport,43.3649,-72.2001,['English'],"['United Kingdom', 'United Kingdom']",True,False,False,False,False,False,False,False
Newport,44.6231,-124.0524,['English'],"['United Kingdom', 'United Kingdom']",True,False,False,False,False,False,False,False
Northampton,40.6866,-75.4904,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Northampton,42.3266,-72.6745,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Norwich,41.5495,-72.0882,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Norwich,42.5333,-75.5227,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Orange,30.121,-93.7616,['English'],['Australia'],True,False,False,False,False,False,False,False
Orange,33.8038,-117.8218,['English'],['Australia'],True,False,False,False,False,False,False,False
Orange,38.2486,-78.1127,['English'],['Australia'],True,False,False,False,False,False,False,False
Orange,41.2827,-73.0272,['English'],['Australia'],True,False,False,False,False,False,False,False
Orange,42.6066,-72.2931,['English'],['Australia'],True,False,False,False,False,False,False,False
Orleans,41.7665,-69.9675,['French'],['France'],False,False,True,False,False,False,False,False
Ottawa,38.6,-95.2642,['English' 'French'],['Canada'],True,False,True,False,False,False,False,False
Ottawa,41.0203,-84.0354,['English' 'French'],['Canada'],True,False,True,False,False,False,False,False
Ottawa,41.3532,-88.8307,['English' 'French'],['Canada'],True,False,True,False,False,False,False,False
Oviedo,28.658,-81.1872,['Spanish'],['Spain'],False,True,False,False,False,False,False,False
Oxford,33.5966,-85.869,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Oxford,34.3609,-89.5286,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Oxford,36.3156,-78.5848,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Oxford,39.5061,-84.7434,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Oxford,39.7859,-75.9801,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Oxford,41.4313,-73.135,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Oxford,42.1286,-71.8665,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Palatka,29.6493,-81.6704,['Russian'],['Russia'],False,False,False,False,False,False,False,False
Palermo,39.4313,-121.5226,['Italian'],['Italy'],False,False,False,False,False,True,False,False
Panama City,30.1995,-85.6003,['Spanish'],['Panama'],False,True,False,False,False,False,False,False
Paola,38.5784,-94.8619,['English' 'Maltese'],['Malta'],True,False,False,False,False,False,False,False
Paris,33.6689,-95.5462,['French'],['France'],False,False,True,False,False,False,False,False
Paris,36.2933,-88.3065,['French'],['France'],False,False,True,False,False,False,False,False
Paris,38.2016,-84.2719,['French'],['France'],False,False,True,False,False,False,False,False
Paris,39.6148,-87.6905,['French'],['France'],False,False,True,False,False,False,False,False
Paris,44.2445,-70.4883,['French'],['France'],False,False,True,False,False,False,False,False
Parma,41.3843,-81.7286,['Italian' 'Russian'],"['Italy', 'Russia']",False,False,False,False,False,True,False,False
Parma,43.2651,-77.7968,['Italian' 'Russian'],"['Italy', 'Russia']",False,False,False,False,False,True,False,False
Pembroke,34.6766,-79.1934,['English' 'French' 'Maltese'],"['Malta', 'Canada']",True,False,True,False,False,False,False,False
Pembroke,42.0655,-70.8014,['English' 'French' 'Maltese'],"['Malta', 'Canada']",True,False,True,False,False,False,False,False
Pembroke,43.1803,-71.45,['English' 'French' 'Maltese'],"['Malta', 'Canada']",True,False,True,False,False,False,False,False
Peterborough,42.8905,-71.9394,['English' 'French'],"['United Kingdom', 'Canada', 'Australia']",True,False,True,False,False,False,False,False
Philipsburg,40.8952,-78.2147,['Dutch' 'English'],['Sint Maarten'],True,False,False,False,False,False,False,True
Plymouth,41.2404,-75.9505,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Plymouth,41.3482,-86.3187,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Plymouth,41.6642,-73.0263,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Plymouth,41.8783,-70.6309,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Plymouth,42.3719,-83.468,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Plymouth,43.7437,-71.7224,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Plymouth,43.7451,-87.9656,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Plymouth,45.0224,-93.4615,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Portland,27.8913,-97.328,['English'],['Australia'],True,False,False,False,False,False,False,False
Portland,36.5883,-86.5194,['English'],['Australia'],True,False,False,False,False,False,False,False
Portland,40.4377,-84.9835,['English'],['Australia'],True,False,False,False,False,False,False,False
Portland,41.5988,-72.589,['English'],['Australia'],True,False,False,False,False,False,False,False
Portland,42.8696,-84.899,['English'],['Australia'],True,False,False,False,False,False,False,False
Portland,43.6773,-70.2715,['English'],['Australia'],True,False,False,False,False,False,False,False
Portland,45.5371,-122.65,['English'],['Australia'],True,False,False,False,False,False,False,False
Portsmouth,36.8468,-76.354,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Portsmouth,38.7539,-82.9446,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Portsmouth,41.5922,-71.2744,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Portsmouth,43.058,-70.7826,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Potsdam,44.6699,-74.9831,['German'],['Germany'],False,False,False,False,True,False,False,False
Progreso,26.0962,-97.9566,['Spanish'],['Mexico'],False,True,False,False,False,False,False,False
Progress,40.2905,-76.8382,['Russian'],['Russia'],False,False,False,False,False,False,False,False
Punta Gorda,26.8934,-82.0516,['English'],['Belize'],True,False,False,False,False,False,False,False
Ravenna,41.1613,-81.2421,['Italian'],['Italy'],False,False,False,False,False,True,False,False
Reading,39.2241,-84.4332,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Reading,40.34,-75.9267,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Reading,42.5351,-71.1056,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Rehoboth,41.8439,-71.2456,['English'],['Namibia'],True,False,False,False,False,False,False,False
Richmond,29.5824,-95.7602,['English' 'Maori'],"['New Zealand', 'Australia', 'Australia']",True,False,False,False,False,False,False,False
Richmond,37.5295,-77.4756,['English' 'Maori'],"['New Zealand', 'Australia', 'Australia']",True,False,False,False,False,False,False,False
Richmond,37.7306,-84.2926,['English' 'Maori'],"['New Zealand', 'Australia', 'Australia']",True,False,False,False,False,False,False,False
Richmond,37.9477,-122.339,['English' 'Maori'],"['New Zealand', 'Australia', 'Australia']",True,False,False,False,False,False,False,False
Richmond,39.2755,-93.9731,['English' 'Maori'],"['New Zealand', 'Australia', 'Australia']",True,False,False,False,False,False,False,False
Richmond,39.8318,-84.8904,['English' 'Maori'],"['New Zealand', 'Australia', 'Australia']",True,False,False,False,False,False,False,False
Richmond,41.4983,-71.6608,['English' 'Maori'],"['New Zealand', 'Australia', 'Australia']",True,False,False,False,False,False,False,False
Richmond,42.8094,-82.7517,['English' 'Maori'],"['New Zealand', 'Australia', 'Australia']",True,False,False,False,False,False,False,False
Riga,43.0802,-77.8753,['Latvian'],['Latvia'],False,False,False,False,False,False,False,False
Rochester,41.059,-86.196,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Rochester,41.76,-70.8385,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Rochester,42.6866,-83.1197,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Rochester,43.168,-77.6162,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Rochester,43.299,-70.9787,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Rochester,44.0151,-92.4778,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Rodeo,38.0368,-122.2526,['Spanish'],['Argentina'],False,True,False,False,False,False,False,False
Roma,26.4166,-99.0061,['English'],['Australia'],True,False,False,False,False,False,False,False
Rome,34.2662,-85.1862,['Italian'],['Italy'],False,False,False,False,False,True,False,False
Rome,43.226,-75.491,['Italian'],['Italy'],False,False,False,False,False,True,False,False
Rotterdam,42.8133,-74.0129,['Dutch'],['Netherlands'],False,False,False,False,False,False,False,True
Salamanca,42.1631,-78.7233,['Spanish'],"['Mexico', 'Spain', 'Chile']",False,True,False,False,False,False,False,False
Salem,37.2864,-80.0555,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salem,38.6048,-86.0977,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salem,38.6278,-88.9579,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salem,39.5681,-75.4724,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salem,40.054,-111.6721,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salem,40.9049,-80.8491,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salem,42.5129,-70.902,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salem,42.7902,-71.2203,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salem,44.9232,-123.0245,['English' 'Hindi'],['India'],True,False,False,False,False,False,False,False
Salinas,36.6884,-121.6317,['English' 'Spanish'],"['Puerto Rico', 'Ecuador']",True,True,False,False,False,False,False,False
San Antonio,29.4658,-98.5254,['English' 'Spanish'],"['Chile', 'Puerto Rico']",True,True,False,False,False,False,False,False
San Carlos,37.4982,-122.268,['Aymara' 'English' 'Filipino' 'Quechua' 'Spanish'],"['Venezuela', 'Nicaragua', 'Philippines', 'Bolivia']",True,True,False,False,False,False,False,False
San Fernando,34.2886,-118.4363,['English' 'Filipino' 'Spanish'],"['Trinidad And Tobago', 'Venezuela', 'Mexico', 'Philippines', 'Philippines', 'Chile']",True,True,False,False,False,False,False,False
San Francisco,37.7562,-122.443,['Spanish'],"['El Salvador', 'Argentina']",False,True,False,False,False,False,False,False
San Gabriel,34.0948,-118.099,['Spanish'],['Ecuador'],False,True,False,False,False,False,False,False
San Jose,37.3021,-121.8489,['English' 'Filipino' 'Spanish'],"['Costa Rica', 'Uruguay', 'Philippines', 'Philippines']",True,True,False,False,False,False,False,False
San Juan,26.1903,-98.152,['English' 'Filipino' 'Spanish'],"['Argentina', 'Puerto Rico', 'Dominican Republic', 'Philippines']",True,True,False,False,False,False,False,False
San Lorenzo,37.6737,-122.1349,['Aymara' 'English' 'Guarani' 'Quechua' 'Spanish'],"['Paraguay', 'Puerto Rico', 'Argentina', 'Bolivia']",True,True,False,False,False,False,False,False
San Luis,32.4911,-114.7089,['Spanish'],"['Argentina', 'Guatemala']",False,True,False,False,False,False,False,False
San Marcos,29.8736,-97.938,['Spanish'],['Guatemala'],False,True,False,False,False,False,False,False
San Marcos,33.135,-117.1743,['Spanish'],['Guatemala'],False,True,False,False,False,False,False,False
San Marino,34.1224,-118.1132,['Italian'],['San Marino'],False,False,False,False,False,True,False,False
San Martin,37.0829,-121.5963,['Spanish'],"['Argentina', 'Colombia']",False,True,False,False,False,False,False,False
San Pablo,37.9628,-122.3425,['English' 'Filipino'],['Philippines'],True,False,False,False,False,False,False,False
San Rafael,37.9904,-122.5222,['Aymara' 'Quechua' 'Spanish'],"['Argentina', 'Bolivia']",False,True,False,False,False,False,False,False
San Ramon,37.7625,-121.9365,['Aymara' 'Quechua' 'Spanish'],"['Peru', 'Bolivia']",False,True,False,False,False,False,False,False
Santa Ana,33.7366,-117.8819,['Spanish'],['El Salvador'],False,True,False,False,False,False,False,False
Santa Barbara,34.4285,-119.7202,['English' 'Spanish'],"['Honduras', 'Mexico', 'Puerto Rico', 'Chile']",True,True,False,False,False,False,False,False
Santa Clara,37.1311,-113.656,['Spanish'],['Cuba'],False,True,False,False,False,False,False,False
Santa Clara,37.3646,-121.968,['Spanish'],['Cuba'],False,True,False,False,False,False,False,False
Santa Cruz,36.9789,-122.0346,['Aymara' 'English' 'Filipino' 'Portuguese' 'Quechua' 'Spanish'],"['Bolivia', 'Brazil', 'Philippines', 'Ecuador']",True,True,False,False,False,False,True,False
Santa Fe,29.3891,-95.1005,['Spanish'],['Argentina'],False,True,False,False,False,False,False,False
Santa Fe,35.6619,-105.9819,['Spanish'],['Argentina'],False,True,False,False,False,False,False,False
Santa Maria,34.9333,-120.4432,['Portuguese'],['Brazil'],False,False,False,False,False,False,True,False
Santa Rosa,38.4458,-122.7067,['Portuguese' 'Spanish'],"['Argentina', 'Brazil']",False,True,False,False,False,False,True,False
Scarborough,43.5911,-70.3682,['English'],"['United Kingdom', 'Trinidad And Tobago']",True,False,False,False,False,False,False,False
Scottsdale,33.6872,-111.8651,['English'],['Australia'],True,False,False,False,False,False,False,False
Seymour,35.8761,-83.7742,['English'],['Australia'],True,False,False,False,False,False,False,False
Seymour,38.9477,-85.8912,['English'],['Australia'],True,False,False,False,False,False,False,False
Seymour,41.381,-73.0873,['English'],['Australia'],True,False,False,False,False,False,False,False
Sheffield,34.7559,-87.7007,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Shelburne,44.3905,-73.2413,['English' 'French'],['Canada'],True,False,True,False,False,False,False,False
Shrewsbury,38.5866,-90.3282,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Shrewsbury,42.2842,-71.7154,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Socorro,31.6384,-106.2601,['Spanish'],['Colombia'],False,True,False,False,False,False,False,False
Socorro,34.0543,-106.9066,['Spanish'],['Colombia'],False,True,False,False,False,False,False,False
Soledad,36.4434,-121.3431,['Spanish'],['Colombia'],False,True,False,False,False,False,False,False
Southampton,39.9137,-74.7171,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Southampton,42.2308,-72.7386,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
Southport,42.04,-76.8774,['English'],['United Kingdom'],True,False,False,False,False,False,False,False
